,sentence,tokens,labels
267,consistency serum right thin thick perfect applying skincare routine scent im not keen rather strong not pleasant .,"['consistency', 'serum', 'right', 'thin', 'thick', 'perfect', 'applying', 'skincare', 'routine', 'scent', 'im', 'not', 'keen', 'rather', 'strong', 'not', 'pleasant', '.']","['B-TX-POS', 'B_PT', 'O', 'B-TX-NEU', 'B-TX-NEU', 'O', 'O', 'O', 'O', 'B-SC-NEG', 'O', 'O', 'O', 'B-SC-NEG', 'I-SC-NEG', 'O', 'O', 'O']"
268,take week half saw results really skin brightening .,"['take', 'week', 'half', 'saw', 'results', 'really', 'skin', 'brightening', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B_BP', 'B-VP-POS', 'O']"
269,acne prone skin uneven texture throughout face didnt really notice difference evening completion .,"['acne', 'prone', 'skin', 'uneven', 'texture', 'throughout', 'face', 'didnt', 'really', 'notice', 'difference', 'evening', 'completion', '.']","['O', 'O', 'B_BP', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
270,took bit see results strong smell,"['took', 'bit', 'see', 'results', 'strong', 'smell']","['O', 'O', 'O', 'O', 'B-SC-NEG', 'I-SC-NEG']"
271,ive used serum couple weeks cant actually see done anything.of course like give skincare 90 days see im getting results .,"['ive', 'used', 'serum', 'couple', 'weeks', 'cant', 'actually', 'see', 'done', 'anything.of', 'course', 'like', 'give', 'skincare', '90', 'days', 'see', 'im', 'getting', 'results', '.']","['O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
272,feels nice soaks quickly doesnt cause irritation .,"['feels', 'nice', 'soaks', 'quickly', 'doesnt', 'cause', 'irritation', '.']","['O', 'O', 'B-AB-POS', 'O', 'B-SE-POS', 'I-SE-POS', 'I-SE-POS', 'O']"
273,dry sensitive skin hasnt made face drier .,"['dry', 'sensitive', 'skin', 'hasnt', 'made', 'face', 'drier', '.']","['B-HY-NEU', 'B-SE-NEU', 'B_BP', 'O', 'O', 'B_BP', 'O', 'O']"
274,really feel doesnt better job c serums ive used bargain .,"['really', 'feel', 'doesnt', 'better', 'job', 'c', 'serums', 'ive', 'used', 'bargain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O']"
275,feels nice skin soaks quickly,"['feels', 'nice', 'skin', 'soaks', 'quickly']","['O', 'O', 'B_BP', 'B-AB-POS', 'I-AB-POS']"
276,im trying better regularly using skin care products generally simple routine .,"['im', 'trying', 'better', 'regularly', 'using', 'skin', 'care', 'products', 'generally', 'simple', 'routine', '.']","['O', 'O', 'O', 'O', 'O', 'B_BP', 'O', 'B_PT', 'O', 'O', 'O', 'O']"
277,got things try help step face game especially upcoming wedding.it pleasant design looks nice bathroom counter .,"['got', 'things', 'try', 'help', 'step', 'face', 'game', 'especially', 'upcoming', 'wedding.it', 'pleasant', 'design', 'looks', 'nice', 'bathroom', 'counter', '.']","['O', 'O', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'O', 'B-PK-POS', 'I-PK-POS', 'O', 'O', 'O', 'O', 'O']"
278,easy pump although get clogged dont feel always ratio two items pump .,"['easy', 'pump', 'although', 'get', 'clogged', 'dont', 'feel', 'always', 'ratio', 'two', 'items', 'pump', '.']","['B-PK-POS', 'I-PK-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PK-NEU', 'O']"
279,isnt runny also isnt thick easy spread across face .,"['isnt', 'runny', 'also', 'isnt', 'thick', 'easy', 'spread', 'across', 'face', '.']","['B-TX-POS', 'I-TX-POS', 'O', 'B-TX-POS', 'I-TX-POS', 'O', 'O', 'O', 'O', 'O']"
280,didnt find specific smell leave slight shine face .,"['didnt', 'find', 'specific', 'smell', 'leave', 'slight', 'shine', 'face', '.']","['O', 'O', 'O', 'B-SC-NEU', 'O', 'B-AP-POS', 'I-AP-POS', 'O', 'O']"
281,skin looking better hard say 100 due product since im tackling skin multiple angles right .,"['skin', 'looking', 'better', 'hard', 'say', '100', 'due', 'product', 'since', 'im', 'tackling', 'skin', 'multiple', 'angles', 'right', '.']","['B_BP', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'O']"
282,im going try stick entire bottle see find overall difference looking good couple weeks,"['im', 'going', 'try', 'stick', 'entire', 'bottle', 'see', 'find', 'overall', 'difference', 'looking', 'good', 'couple', 'weeks']","['O', 'O', 'O', 'O', 'O', 'B-PK-POS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
283,good brightening skin .,"['good', 'brightening', 'skin', '.']","['B-AP-POS', 'I-AP-POS', 'B_BP', 'O']"
284,previously using vitamin c serum sunday riley much prefer serum .,"['previously', 'using', 'vitamin', 'c', 'serum', 'sunday', 'riley', 'much', 'prefer', 'serum', '.']","['O', 'O', 'B_IN', 'I_IN', 'B_PT', 'O', 'O', 'O', 'O', 'B_PT', 'O']"
285,sensitive drycombination skin works well no stinging .,"['sensitive', 'drycombination', 'skin', 'works', 'well', 'no', 'stinging', '.']","['B-SE-NEU', 'B-SE-NEU', 'B_BP', 'O', 'O', 'O', 'O', 'O']"
286,use sunscreen day since newer skin shines much sun sensitive .,"['use', 'sunscreen', 'day', 'since', 'newer', 'skin', 'shines', 'much', 'sun', 'sensitive', '.']","['O', 'B_PT', 'O', 'O', 'O', 'B_BP', 'B-AP-POS', 'O', 'O', 'B-SE-NEU', 'O']"
287,overall great product .,"['overall', 'great', 'product', '.']","['O', 'O', 'B_PT', 'O']"
288,great skin brightening serum,"['great', 'skin', 'brightening', 'serum']","['O', 'B_BP', 'B-AP-POS', 'B_PT']"
289,murad environmental shield vitac glycolic brightening serum vitamin c face serum gold stabilized vitamin c serum face glycolic acid skin brightening serum face 1.0 fl ozi love murad products one doesnt disappoint arrived quickly well packaged .,"['murad', 'environmental', 'shield', 'vitac', 'glycolic', 'brightening', 'serum', 'vitamin', 'c', 'face', 'serum', 'gold', 'stabilized', 'vitamin', 'c', 'serum', 'face', 'glycolic', 'acid', 'skin', 'brightening', 'serum', 'face', '1.0', 'fl', 'ozi', 'love', 'murad', 'products', 'one', 'doesnt', 'disappoint', 'arrived', 'quickly', 'well', 'packaged', '.']","['B_BR', 'O', 'O', 'O', 'B_IN', 'B-AP-NEU', 'B_PT', 'B_IN', 'I_IN', 'B_BP', 'B_PT', 'O', 'O', 'B_IN', 'I_IN', 'B_PT', 'B_BP', 'B_IN', 'I_IN', 'B_BP', 'B-AP-POS', 'B_PT', 'B_BP', 'O', 'O', 'O', 'O', 'B_BR', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'B-PK-POS', 'I-PK-POS', 'O']"
290,soft citrus scent .,"['soft', 'citrus', 'scent', '.']","['B-SC-NEU', 'B_IN', 'B-SC-NEU', 'O']"
291,texture like thick serum smells amazing .,"['texture', 'like', 'thick', 'serum', 'smells', 'amazing', '.']","['B-TX-NEU', 'I-TX-NEU', 'I-TX-NEU', 'B_PT', 'B-SC-POS', 'I-SC-POS', 'O']"
292,use daily cleansing apply face neck .,"['use', 'daily', 'cleansing', 'apply', 'face', 'neck', '.']","['O', 'O', 'O', 'O', 'B_BP', 'B_BP', 'O']"
293,soaks skin feels great .,"['soaks', 'skin', 'feels', 'great', '.']","['B-AB-POS', 'B_BP', 'O', 'O', 'O']"
294,expensive vitamin c brightening serum murad .,"['expensive', 'vitamin', 'c', 'brightening', 'serum', 'murad', '.']","['B-PE-NEG', 'B_IN', 'I_IN', 'B-AP-POS', 'B_PT', 'B_BR', 'O']"
295,contains glycolic acid helps brightening skin .,"['contains', 'glycolic', 'acid', 'helps', 'brightening', 'skin', '.']","['O', 'B_IN', 'I_IN', 'O', 'B-AP-POS', 'B_BP', 'O']"
296,serum pretty much scentless except smell glycolic acid distinct scent .,"['serum', 'pretty', 'much', 'scentless', 'except', 'smell', 'glycolic', 'acid', 'distinct', 'scent', '.']","['B_PT', 'O', 'O', 'B-SC-NEU', 'O', 'O', 'B_IN', 'I_IN', 'B-SC-NEU', 'I-SC-NEU', 'O']"
297,sadly scent not great blah glycolic acid.the serum comes stunning pump dispenser allows dispense small quantities serum need really .,"['sadly', 'scent', 'not', 'great', 'blah', 'glycolic', 'acid.the', 'serum', 'comes', 'stunning', 'pump', 'dispenser', 'allows', 'dispense', 'small', 'quantities', 'serum', 'need', 'really', '.']","['O', 'B-SC-NEG', 'I-SC-NEG', 'I-SC-NEG', 'O', 'B_IN', 'I_IN', 'B_PT', 'O', 'B-PK-POS', 'I-PK-POS', 'I-PK-POS', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O']"
298,serum lightweight absorbs skin quickly .,"['serum', 'lightweight', 'absorbs', 'skin', 'quickly', '.']","['B_PT', 'B-TX-POS', 'B-AB-POS', 'B_BP', 'O', 'O']"
299,no residue whatsoever .,"['no', 'residue', 'whatsoever', '.']","['B-AB-POS', 'I-AB-POS', 'I-AB-POS', 'O']"
300,instead skin felt soft smooth looked great .,"['instead', 'skin', 'felt', 'soft', 'smooth', 'looked', 'great', '.']","['O', 'B_BP', 'O', 'B-TX-POS', 'B-TX-POS', 'O', 'O', 'O']"
301,really like makes skin feel feel bit overpriced honest .,"['really', 'like', 'makes', 'skin', 'feel', 'feel', 'bit', 'overpriced', 'honest', '.']","['O', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'B-PE-NEG', 'O', 'O']"
302,nice serum bit overpriced honest,"['nice', 'serum', 'bit', 'overpriced', 'honest']","['O', 'B_PT', 'O', 'B-PE-NEG', 'O']"
303,arrives box pump area cap .,"['arrives', 'box', 'pump', 'area', 'cap', '.']","['O', 'B-PK-NEU', 'B-PK-NEU', 'O', 'B-PK-NEU', 'O']"
304,fantasticnow pump system great allows hold pump away hand dispense product .,"['fantasticnow', 'pump', 'system', 'great', 'allows', 'hold', 'pump', 'away', 'hand', 'dispense', 'product', '.']","['B-PK-POS', 'I-PK-POS', 'I-PK-POS', 'O', 'O', 'O', 'B-PK-POS', 'O', 'O', 'O', 'B_PT', 'O']"
305,means product remains clean able use last drop .,"['means', 'product', 'remains', 'clean', 'able', 'use', 'last', 'drop', '.']","['O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
306,consideratethe product comes medium thickness .,"['consideratethe', 'product', 'comes', 'medium', 'thickness', '.']","['O', 'B_PT', 'O', 'B-TX-NEU', 'I-TX-NEU', 'O']"
307,opaque tan color goes completely transparent .,"['opaque', 'tan', 'color', 'goes', 'completely', 'transparent', '.']","['B-AP-NEU', 'I-AP-NEU', 'I-AP-NEU', 'O', 'O', 'O', 'O']"
308,sinks skin pretty quick leaving behind almost no tackiness .,"['sinks', 'skin', 'pretty', 'quick', 'leaving', 'behind', 'almost', 'no', 'tackiness', '.']","['B-AB-POS', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'B-TX-POS', 'I-TX-POS', 'O']"
309,neither pillowcase hair shouldnt get stuck face .,"['neither', 'pillowcase', 'hair', 'shouldnt', 'get', 'stuck', 'face', '.']","['O', 'O', 'B_BP', 'O', 'O', 'O', 'B_BP', 'O']"
310,know happened hawhen wash face morning see luminous smoother skin .,"['know', 'happened', 'hawhen', 'wash', 'face', 'morning', 'see', 'luminous', 'smoother', 'skin', '.']","['O', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'B-VP-POS', 'B-VP-POS', 'B_BP', 'O']"
311,moreover experienced no irritation even though extremely sensitive skin .,"['moreover', 'experienced', 'no', 'irritation', 'even', 'though', 'extremely', 'sensitive', 'skin', '.']","['O', 'B-SE-POS', 'I-SE-POS', 'I-SE-POS', 'O', 'O', 'O', 'B-SE-NEU', 'B_BP', 'O']"
312,thats pretty impressivei always liked murad products never knew phenomenal antiaging line .,"['thats', 'pretty', 'impressivei', 'always', 'liked', 'murad', 'products', 'never', 'knew', 'phenomenal', 'antiaging', 'line', '.']","['O', 'O', 'O', 'O', 'O', 'B_BR', 'B_PT', 'O', 'O', 'O', 'B-VP-POS', 'O', 'O']"
313,highly recommend anyone seeking new antiaging regimen .,"['highly', 'recommend', 'anyone', 'seeking', 'new', 'antiaging', 'regimen', '.']","['O', 'O', 'O', 'O', 'O', 'B-VP-POS', 'O', 'O']"
314,smoother luminous skin,"['smoother', 'luminous', 'skin']","['B-VP-POS', 'B-VP-POS', 'B_BP']"
315,murads environmental shield serum comes plastic jar cap .,"['murads', 'environmental', 'shield', 'serum', 'comes', 'plastic', 'jar', 'cap', '.']","['B_BR', 'O', 'O', 'B_PT', 'O', 'B-PK-POS', 'I-PK-POS', 'O', 'O']"
316,cap pump .,"['cap', 'pump', '.']","['O', 'B-PK-POS', 'O']"
317,pump draws simultaneously two different sections jar mixes two serums together automatically application.the serum light orange color tad bit watery .,"['pump', 'draws', 'simultaneously', 'two', 'different', 'sections', 'jar', 'mixes', 'two', 'serums', 'together', 'automatically', 'application.the', 'serum', 'light', 'orange', 'color', 'tad', 'bit', 'watery', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'B_PT', 'B-AP-NEU', 'I-AP-NEU', 'I-AP-NEU', 'O', 'O', 'B-TX-NEG', 'O']"
318,no discernible fragrance .,"['no', 'discernible', 'fragrance', '.']","['B-SC-POS', 'I-SC-POS', 'I-SC-POS', 'O']"
319,serum goes smoothly absorbs face neck well .,"['serum', 'goes', 'smoothly', 'absorbs', 'face', 'neck', 'well', '.']","['B_PT', 'O', 'B-AB-POS', 'I-AB-POS', 'B_BP', 'B_BP', 'O', 'O']"
320,little bit serum goes long way .,"['little', 'bit', 'serum', 'goes', 'long', 'way', '.']","['O', 'O', 'B_PT', 'O', 'O', 'O', 'O']"
321,application slight burning sensation skin no visible redness .,"['application', 'slight', 'burning', 'sensation', 'skin', 'no', 'visible', 'redness', '.']","['O', 'O', 'B-SE-NEG', 'I-SE-NEG', 'B_BP', 'O', 'O', 'B-SE-NEU', 'O']"
322,serum leaves skin feeling firm well moisturized .,"['serum', 'leaves', 'skin', 'feeling', 'firm', 'well', 'moisturized', '.']","['B_PT', 'O', 'B_BP', 'O', 'B-HY-POS', 'O', 'B-HY-POS', 'O']"
323,no adverse reactions skin irritation rashes acne .,"['no', 'adverse', 'reactions', 'skin', 'irritation', 'rashes', 'acne', '.']","['B-SE-POS', 'I-SE-POS', 'I-SE-POS', 'B_BP', 'B-SE-NEU', 'B-SE-NEU', 'B-SE-NEU', 'O']"
324,pleased overall results gives skin nice glow.all .,"['pleased', 'overall', 'results', 'gives', 'skin', 'nice', 'glow.all', '.']","['O', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'O']"
325,wonderful serum .,"['wonderful', 'serum', '.']","['O', 'B_PT', 'O']"
326,wonderful face lotion .,"['wonderful', 'face', 'lotion', '.']","['O', 'B_BP', 'B_PT', 'O']"
327,wife skin care enthusiasm works cosmetic industry .,"['wife', 'skin', 'care', 'enthusiasm', 'works', 'cosmetic', 'industry', '.']","['O', 'B_BP', 'O', 'O', 'O', 'O', 'O', 'O']"
328,saw product told get immediately .,"['saw', 'product', 'told', 'get', 'immediately', '.']","['O', 'B_PT', 'O', 'O', 'O', 'O']"
329,tried many skin care product 2 ingredients swears vitamin c retinol .,"['tried', 'many', 'skin', 'care', 'product', '2', 'ingredients', 'swears', 'vitamin', 'c', 'retinol', '.']","['O', 'O', 'B_BP', 'O', 'B_PT', 'O', 'B_IN', 'O', 'B_IN', 'I_IN', 'B_IN', 'O']"
330,proven ingredients minimize dark spot improve skin discoloration .,"['proven', 'ingredients', 'minimize', 'dark', 'spot', 'improve', 'skin', 'discoloration', '.']","['O', 'B_IN', 'B-VP-POS', 'I-VP-POS', 'I-VP-POS', 'O', 'B_BP', 'O', 'O']"
331,knowledge said murad founded developed demonologist .,"['knowledge', 'said', 'murad', 'founded', 'developed', 'demonologist', '.']","['O', 'O', 'B_BR', 'O', 'O', 'O', 'O']"
332,products innovative trusted.this vitamin c serum pump bottle contains 2 small chambers .,"['products', 'innovative', 'trusted.this', 'vitamin', 'c', 'serum', 'pump', 'bottle', 'contains', '2', 'small', 'chambers', '.']","['B_PT', 'O', 'O', 'B_IN', 'I_IN', 'B_PT', 'B-PK-NEU', 'B-PK-NEU', 'O', 'O', 'O', 'O', 'O']"
333,form packaging serum hygiene stabilized .,"['form', 'packaging', 'serum', 'hygiene', 'stabilized', '.']","['O', 'O', 'B_PT', 'O', 'O', 'O']"
334,vitamin c sensitive lights heat oxidizes really fast serum not scent light weight great sensitive skin well .,"['vitamin', 'c', 'sensitive', 'lights', 'heat', 'oxidizes', 'really', 'fast', 'serum', 'not', 'scent', 'light', 'weight', 'great', 'sensitive', 'skin', 'well', '.']","['B_IN', 'I_IN', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'B-SC-POS', 'I-SC-POS', 'O', 'O', 'O', 'B_BP', 'O', 'O']"
335,not suffocate skin summer .,"['not', 'suffocate', 'skin', 'summer', '.']","['O', 'O', 'B_BP', 'B_SW', 'O']"
336,dont like heavy serum face sweat lot summer .,"['dont', 'like', 'heavy', 'serum', 'face', 'sweat', 'lot', 'summer', '.']","['O', 'O', 'O', 'B_PT', 'B_BP', 'O', 'O', 'B_SW', 'O']"
337,little brightening sparkle pump hand .,"['little', 'brightening', 'sparkle', 'pump', 'hand', '.']","['O', 'B-VP-POS', 'B-VP-POS', 'O', 'O', 'O']"
338,put skin disappears makes skin look brighter immediately .,"['put', 'skin', 'disappears', 'makes', 'skin', 'look', 'brighter', 'immediately', '.']","['O', 'B_BP', 'O', 'O', 'B_BP', 'O', 'B-VP-POS', 'O', 'O']"
339,minimize sun spots face test longer give conclusion .,"['minimize', 'sun', 'spots', 'face', 'test', 'longer', 'give', 'conclusion', '.']","['B-VP-POS', 'I-VP-POS', 'I-VP-POS', 'B_BP', 'O', 'O', 'O', 'O', 'O']"
340,face never feels refreshing clean using .,"['face', 'never', 'feels', 'refreshing', 'clean', 'using', '.']","['B_BP', 'O', 'O', 'O', 'O', 'O', 'O']"
341,putting vitamin c serum follow sunscreen .,"['putting', 'vitamin', 'c', 'serum', 'follow', 'sunscreen', '.']","['O', 'B_IN', 'I_IN', 'B_PT', 'O', 'B_PT', 'O']"
342,essential skin care routine.i highly recommend serum men women skin type .,"['essential', 'skin', 'care', 'routine.i', 'highly', 'recommend', 'serum', 'men', 'women', 'skin', 'type', '.']","['O', 'B_BP', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O']"
343,ive using retinol product less week nothing report yet .,"['ive', 'using', 'retinol', 'product', 'less', 'week', 'nothing', 'report', 'yet', '.']","['O', 'O', 'B_IN', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O']"
344,im hopeful product last long enough see even tiny improvement .,"['im', 'hopeful', 'product', 'last', 'long', 'enough', 'see', 'even', 'tiny', 'improvement', '.']","['O', 'O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
345,using night followed moisturizer .,"['using', 'night', 'followed', 'moisturizer', '.']","['O', 'O', 'O', 'B_PT', 'O']"
346,im always trying one miracle product another .,"['im', 'always', 'trying', 'one', 'miracle', 'product', 'another', '.']","['O', 'O', 'O', 'O', 'O', 'B_PT', 'O', 'O']"
347,case product not last long enough see results ill put tried rejected column .,"['case', 'product', 'not', 'last', 'long', 'enough', 'see', 'results', 'ill', 'put', 'tried', 'rejected', 'column', '.']","['O', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
348,may not enough product form opinion,"['may', 'not', 'enough', 'product', 'form', 'opinion']","['O', 'O', 'O', 'B_PT', 'O', 'O']"
349,combination skin pimples occasionally .,"['combination', 'skin', 'pimples', 'occasionally', '.']","['B_BP', 'I_BP', 'B-VP-NEU', 'O', 'O']"
350,dark spots pores uneven tone .,"['dark', 'spots', 'pores', 'uneven', 'tone', '.']","['B-VP-NEU', 'I-VP-NEU', 'B-VP-NEU', 'B-VP-NEU', 'I-VP-NEU', 'O']"
351,skin sensitive .,"['skin', 'sensitive', '.']","['B_BP', 'B-SE-NEU', 'O']"
352,first time use vitamin c face serum.i like .,"['first', 'time', 'use', 'vitamin', 'c', 'face', 'serum.i', 'like', '.']","['O', 'O', 'O', 'B_IN', 'I_IN', 'B_BP', 'B_PT', 'O', 'O']"
353,nice gentle importantly doesnt cause irritation .,"['nice', 'gentle', 'importantly', 'doesnt', 'cause', 'irritation', '.']","['O', 'O', 'O', 'B-SE-POS', 'I-SE-POS', 'I-SE-POS', 'O']"
354,not greasy feel comfortable apply hot days .,"['not', 'greasy', 'feel', 'comfortable', 'apply', 'hot', 'days', '.']","['B-TX-POS', 'I-TX-POS', 'O', 'O', 'O', 'O', 'O', 'O']"
355,applied consistently two weeks continue use it.in opinion everyone needs keep mind one reviewers opinion not gospel especially skincare products .,"['applied', 'consistently', 'two', 'weeks', 'continue', 'use', 'it.in', 'opinion', 'everyone', 'needs', 'keep', 'mind', 'one', 'reviewers', 'opinion', 'not', 'gospel', 'especially', 'skincare', 'products', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_PT', 'O']"
356,first vc serum,"['first', 'vc', 'serum']","['O', 'B_IN', 'B_PT']"
357,love murad products use murad environmental shield cleanser cleanser choice thought serum would perfect addition skin care routine.i moderate rosacea sensitive skin .,"['love', 'murad', 'products', 'use', 'murad', 'environmental', 'shield', 'cleanser', 'cleanser', 'choice', 'thought', 'serum', 'would', 'perfect', 'addition', 'skin', 'care', 'routine.i', 'moderate', 'rosacea', 'sensitive', 'skin', '.']","['O', 'B_BR', 'B_PT', 'O', 'B_BR', 'O', 'O', 'B_PT', 'B_PT', 'O', 'O', 'B_PT', 'O', 'O', 'O', 'B_BP', 'O', 'O', 'O', 'O', 'B_BP', 'I_BP', 'O']"
358,figured since no reaction cleanser serum would gentle enough use rosacea .,"['figured', 'since', 'no', 'reaction', 'cleanser', 'serum', 'would', 'gentle', 'enough', 'use', 'rosacea', '.']","['O', 'O', 'O', 'O', 'B_PT', 'B_PT', 'O', 'O', 'O', 'O', 'O', 'O']"
359,however serum irritating sensitive skin .,"['however', 'serum', 'irritating', 'sensitive', 'skin', '.']","['O', 'B_PT', 'B-SE-NEG', 'I-SE-NEG', 'B_BP', 'O']"
360,stung made redness redder .,"['stung', 'made', 'redness', 'redder', '.']","['B-SE-NEG', 'O', 'B-SE-NEG', 'O', 'O']"
361,sway irritation calmed skin looks super glowy brighter.comes pump bottle .,"['sway', 'irritation', 'calmed', 'skin', 'looks', 'super', 'glowy', 'brighter.comes', 'pump', 'bottle', '.']","['O', 'B-SE-NEG', 'B_BP', 'I_BP', 'O', 'B-VP-POS', 'I-VP-POS', 'B-VP-POS', 'B-PK-POS', 'B-PK-POS', 'O']"
